name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag,gender_enc,student_type_enc,education_level_enc,branch_enc,sleep_racing_enc,friday_mood_enc,self_doubt_enc,goal_setting_freq_enc,financial_stress_enc,living_situation_enc,sleep_racing_num,goal_freq_num,digital_score,engagement_score,academic_pressure,social_score,study_efficiency,wellbeing_score
Siddharth Patel,Male,Arts_Commerce,Arts Commerce,Civil Engineering,6,18,3,0,1,6,Never,0,1,Energised,Sometimes,3,Often,3,3,3,Moderate,Hostel,1,7,6.4,0,0,0,0,4,2,2,0.27,0.673,0.434,0.492,Low,Hybrid,0,1,0,0,5,1,0,1,2,2,1,0,3,5,22,7.6,9,0.3157894736842105,11
Ekta Sawant,Female,Arts_Commerce,Arts Commerce,MBBS,3,10,3,1,0,4,Often,1,4,Exhausted and drained,"No, I believe them",3,Sometimes,2,3,2,Financially Struggling,Home,6,5,5.6,0,0,0,1,1,4,1,0.72,0.412,0.607,0.377,High,Offline,0,0,0,0,9,2,1,0,4,1,0,2,2,9,12,11.4,7,0.2727272727272727,11
Vidya Kulkarni,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,16,4,0,1,8,Often,0,3,Neutral,"No, I believe them",1,Always,3,4,3,Moderate,Hostel,4,5,6.8,0,0,0,0,2,3,4,0.442,0.801,0.257,0.631,Medium,Hybrid,0,0,0,0,7,2,2,0,0,2,1,2,4,6,20,7.2,9,0.11764705882352941,15
Pooja Bhosale,Female,Arts_Commerce,Arts Commerce,MBA,4,11,4,0,1,7,Never,0,2,Neutral,"No, I believe them",3,Always,4,3,4,Tight,Relatives,2,2,10.0,0,0,0,1,1,4,2,0.335,0.402,0.31,0.816,Low,Online,0,0,0,0,8,1,2,0,0,3,3,0,4,3,16,5.0,5,0.3333333333333333,15
Sneha Shinde,Female,Arts_Commerce,Arts Commerce,MBBS,3,7,4,0,1,8,Sometimes,0,1,Neutral,"No, I believe them",1,Always,4,2,3,Tight,Hostel,5,8,6.5,0,1,0,0,4,4,4,0.0,0.598,0.578,0.069,Low,Hybrid,0,0,0,0,9,3,2,0,0,3,1,1,4,9,11,5.5,12,0.375,16
Chaitali Patel,Female,Arts_Commerce,Arts Commerce,MBA,4,15,2,0,0,6,Always,1,4,Neutral,"Yes, I doubt them",2,Sometimes,1,3,3,Very Comfortable,PG,5,6,6.4,0,0,0,1,3,4,1,0.626,0.248,0.401,0.715,High,Online,0,0,0,0,8,0,2,2,4,4,2,3,2,8,18,9.6,8,0.25,12
Tanvi Jadhav,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,3,15,3,0,1,8,Never,0,1,Neutral,Sometimes,1,Always,3,3,5,Comfortable,Hostel,1,3,6.9,0,0,0,1,2,2,2,0.259,0.788,0.392,1.0,Low,Online,0,0,0,0,0,1,2,1,0,0,1,0,4,3,21,5.1,6,0.1875,13
Devesh Pawar,Male,Arts_Commerce,Arts Commerce,Civil Engineering,4,17,3,0,1,6,Never,0,2,Relieved,"No, I believe them",2,Often,3,3,3,Financially Struggling,Relatives,1,9,7.1,0,0,0,0,3,4,1,0.296,0.794,0.6,0.79,Low,Hybrid,0,1,0,0,5,1,3,0,2,1,3,0,3,4,21,6.9,10,0.2222222222222222,13
Ishaan Patil,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,2,27,5,0,1,8,Never,0,2,Tired but okay,"No, I believe them",3,Rarely,4,2,3,Comfortable,Hostel,2,7,7.0,0,0,0,1,2,2,2,0.279,0.832,0.469,0.747,Low,Hybrid,0,1,0,0,0,1,4,0,3,0,1,0,1,4,31,8.0,10,0.07142857142857142,15
Gaurav Nair,Male,Arts_Commerce,Arts Commerce,MBA,4,0,3,1,0,5,Always,1,4,Energised,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,5,7,4.2,0,0,0,1,4,2,2,0.818,0.64,0.879,0.464,Critical,Offline,1,1,0,0,8,0,0,2,1,0,1,3,0,11,3,13.8,10,4.0,10
Bhakti Patel,Female,Arts_Commerce,Arts Commerce,Electronics & TC,4,14,3,0,1,8,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Sometimes,1,2,2,Moderate,Hostel,8,7,4.0,0,0,0,0,2,4,1,0.741,0.338,0.639,0.364,High,Offline,1,0,0,0,7,2,1,2,4,2,1,2,2,10,17,14.0,8,0.26666666666666666,15
Rahul Pawar,Male,Arts_Commerce,Arts Commerce,BCom,6,17,4,1,0,6,Sometimes,0,2,Energised,"No, I believe them",2,Often,3,3,3,Moderate,Hostel,2,1,7.7,0,0,0,1,4,3,1,0.233,0.792,0.116,0.588,Low,Hybrid,0,1,0,0,4,3,0,0,2,2,1,1,3,8,20,6.3,3,0.3333333333333333,13
Tanmay Salunkhe,Male,Arts_Commerce,Arts Commerce,BCom,5,8,2,0,1,8,Sometimes,0,1,Tired but okay,"No, I believe them",2,Always,2,2,5,Comfortable,Home,5,8,5.5,0,0,0,0,2,1,1,0.402,0.545,0.732,0.417,Medium,Offline,0,1,0,0,4,3,4,0,0,0,0,1,4,7,14,7.5,9,0.5555555555555556,11
Uday Shah,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,4,16,4,1,1,7,Never,0,2,Neutral,Sometimes,3,Often,3,5,4,Moderate,Relatives,5,1,6.2,0,0,0,0,2,4,2,0.418,0.837,0.202,0.992,Medium,Online,0,1,0,0,0,1,2,1,2,2,3,0,3,9,21,8.8,3,0.23529411764705882,15
Omkar Joshi,Male,Working_Professional,Working Professional,Computer Engineering,4,16,3,0,0,6,Always,1,4,Tired but okay,"No, I believe them",3,Never,2,3,1,Comfortable,Home,5,3,5.0,1,0,1,0,4,4,3,0.589,0.242,0.068,0.596,High,Hybrid,1,1,4,4,6,0,4,0,1,0,0,3,0,9,17,13.0,6,0.23529411764705882,13
Lavanya Verma,Female,Working_Professional,Working Professional,Mechanical Engineering,6,9,5,0,1,6,Never,0,3,Relieved,Sometimes,3,Sometimes,4,2,5,Moderate,Home,2,5,7.9,0,0,1,0,2,2,4,0.271,0.825,0.49,0.237,Low,Hybrid,0,0,4,4,11,1,3,1,4,2,0,0,2,4,15,8.1,9,0.6,13
Gaurav Patel,Male,Working_Professional,Working Professional,Civil Engineering,2,14,3,0,1,4,Never,1,4,Neutral,Sometimes,4,Rarely,2,5,3,Comfortable,Hostel,4,3,5.4,0,0,1,0,3,3,2,0.602,0.606,0.471,0.309,High,Hybrid,0,1,4,4,5,1,2,1,3,0,1,0,1,7,18,12.6,5,0.13333333333333333,10
Bhakti Gaikwad,Female,Working_Professional,Working Professional,MSc Data Science,7,21,3,0,1,6,Often,0,2,Relieved,"No, I believe them",2,Often,4,2,4,Comfortable,Hostel,3,9,8.3,0,0,1,0,1,2,4,0.454,0.996,0.407,0.722,Medium,Online,0,0,4,4,10,2,3,0,2,0,1,2,3,4,26,5.699999999999999,13,0.3181818181818182,11
Pooja Patel,Female,Working_Professional,Working Professional,MBBS,6,18,4,1,1,8,Sometimes,0,1,Neutral,"No, I believe them",3,Sometimes,5,5,4,Tight,Home,2,1,5.5,0,1,1,0,4,1,3,0.165,1.0,0.386,0.622,Low,Hybrid,0,0,4,4,9,3,2,0,4,3,0,1,2,8,23,8.5,4,0.3157894736842105,13
Arjun Nair,Male,Working_Professional,Working Professional,MBA,5,14,5,0,1,7,Sometimes,0,2,Neutral,"Yes, I doubt them",1,Never,2,3,2,Moderate,Home,4,4,7.9,0,1,1,0,4,2,3,0.549,0.676,0.313,0.758,Medium,Online,0,1,4,4,8,3,2,2,1,2,0,1,0,8,17,5.1,7,0.3333333333333333,14
Eshan Patel,Male,Working_Professional,Working Professional,MBBS,1,11,2,0,1,6,Often,1,3,Neutral,Sometimes,4,Often,2,4,4,Moderate,Home,6,10,4.0,0,0,1,1,3,4,1,0.663,0.398,0.738,0.55,High,Hybrid,1,1,4,4,9,2,2,1,2,2,0,2,3,9,16,13.0,12,0.08333333333333333,12
Kajal Shah,Female,Working_Professional,Working Professional,Electronics & TC,3,13,3,0,1,4,Often,1,4,Tired but okay,"No, I believe them",4,Never,1,5,3,Tight,Home,4,4,5.9,0,1,1,0,1,2,3,0.793,0.391,0.216,0.665,Critical,Online,0,0,4,4,7,2,4,0,1,3,0,2,0,5,17,12.1,7,0.21428571428571427,9
Gauri Salunkhe,Female,Working_Professional,Working Professional,BCA,4,9,1,0,0,5,Always,1,3,Neutral,"Yes, I doubt them",4,Often,2,4,3,Comfortable,Relatives,6,7,5.6,0,1,1,0,2,4,1,0.592,0.263,0.687,0.0,High,Offline,0,0,4,4,3,0,2,2,2,0,3,3,3,8,12,11.4,8,0.4,10
Aniket Sawant,Male,Working_Professional,Working Professional,BA Psychology,2,12,2,0,1,7,Sometimes,0,3,Tired but okay,"No, I believe them",2,Sometimes,3,4,4,Financially Struggling,Hostel,4,5,6.4,0,0,0,0,2,1,4,0.431,0.645,0.406,0.662,Medium,Online,0,1,4,4,2,3,4,0,4,1,1,1,2,6,17,8.6,9,0.15384615384615385,10
Kunal Patil,Male,Working_Professional,Working Professional,Civil Engineering,6,1,4,0,1,4,Often,1,4,Energised,"No, I believe them",3,Often,1,3,2,Comfortable,Relatives,4,7,5.4,0,1,1,0,4,1,2,0.685,0.575,0.744,0.325,High,Offline,0,1,4,4,5,2,0,0,2,0,3,2,3,8,4,11.6,9,3.0,9
Ekta Mehta,Female,Working_Professional,Working Professional,Computer Engineering,3,11,3,0,1,5,Often,1,4,Exhausted and drained,Sometimes,3,Sometimes,1,1,2,Comfortable,Hostel,4,3,5.5,0,0,1,1,2,2,1,0.694,0.39,0.364,0.668,High,Online,0,0,4,4,6,2,1,1,4,0,1,2,2,6,14,11.5,5,0.25,10
Akash Sawant,Male,Working_Professional,Working Professional,Mechanical Engineering,4,11,3,0,0,6,Always,0,3,Exhausted and drained,"No, I believe them",1,Often,2,2,3,Financially Struggling,Home,5,8,4.7,1,0,1,0,2,1,1,0.535,0.388,0.554,0.461,Medium,Hybrid,1,1,4,4,11,0,1,0,2,1,0,3,3,7,14,10.3,9,0.3333333333333333,10
Rohan Shinde,Male,Working_Professional,Working Professional,Civil Engineering,5,8,4,1,1,6,Often,0,1,Neutral,"No, I believe them",3,Never,4,2,5,Moderate,PG,2,5,8.2,0,0,1,0,1,4,3,0.172,0.8,0.681,0.632,Low,Hybrid,0,1,4,4,5,2,2,0,1,2,2,2,0,5,14,5.800000000000001,8,0.5555555555555556,14
Yash Deshmukh,Male,Working_Professional,Working Professional,Civil Engineering,5,8,3,0,0,7,Always,0,3,Exhausted and drained,Sometimes,2,Sometimes,2,2,3,Comfortable,Relatives,3,6,5.4,0,0,1,0,3,2,1,0.537,0.076,0.419,0.584,Medium,Hybrid,0,1,4,4,5,0,1,1,4,0,3,3,2,6,11,9.6,7,0.5555555555555556,12
Meera Jadhav,Female,Working_Professional,Working Professional,MBA,2,9,2,1,0,7,Always,1,3,Energised,"Yes, I doubt them",4,Often,2,4,2,Comfortable,Home,3,6,6.3,0,1,1,0,2,4,2,0.563,0.423,0.117,1.0,High,Online,0,0,4,4,8,0,0,2,2,0,0,3,3,7,11,10.7,8,0.2,13
Chaitali Patel,Female,Working_Professional,Working Professional,Mechanical Engineering,3,13,3,1,1,7,Often,1,4,Relieved,"Yes, I doubt them",4,Rarely,2,3,1,Moderate,Hostel,2,4,8.0,0,0,1,0,1,3,4,0.84,0.254,0.333,0.667,Critical,Online,1,0,4,4,11,2,3,2,3,2,1,2,1,5,15,10.0,8,0.21428571428571427,13
Kunal Shinde,Male,Working_Professional,Working Professional,BA Psychology,5,10,3,0,0,6,Often,1,3,Tired but okay,Sometimes,4,Always,3,2,3,Financially Struggling,Home,6,1,5.7,0,0,1,0,2,2,1,0.604,0.557,0.224,0.66,High,Online,0,1,4,4,2,2,4,1,0,1,0,2,4,8,13,11.3,2,0.45454545454545453,11
Divya Mehta,Female,Working_Professional,Working Professional,BCA,2,11,4,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,4,4,5,Comfortable,Home,5,1,6.6,0,0,1,0,2,4,4,0.265,0.73,0.276,0.598,Low,Hybrid,0,0,4,4,3,1,4,0,4,0,0,0,2,7,17,6.4,5,0.16666666666666666,15
Neha Joshi,Female,Working_Professional,Working Professional,BCA,5,9,1,0,0,5,Never,1,4,Exhausted and drained,Sometimes,3,Often,2,3,2,Moderate,Relatives,5,7,7.4,0,1,1,1,2,2,4,0.756,0.496,0.605,0.8,Critical,Hybrid,0,0,4,4,3,1,1,1,2,2,3,0,3,7,11,9.6,12,0.5,8
Karan Bhosale,Male,Working_Professional,Working Professional,BCom,6,16,4,1,1,9,Never,0,1,Energised,Sometimes,3,Always,5,3,2,Comfortable,Home,3,9,7.1,0,0,1,1,1,3,4,0.101,0.589,0.429,0.751,Low,Online,0,1,4,4,4,1,0,1,0,0,0,0,4,6,19,6.9,14,0.35294117647058826,16
Kunal Salunkhe,Male,Working_Professional,Working Professional,BA Psychology,2,12,4,0,0,7,Never,0,2,Energised,"No, I believe them",3,Always,3,1,4,Financially Struggling,Home,5,7,7.9,0,0,1,0,4,2,4,0.303,0.885,0.429,0.817,Low,Online,0,1,4,4,2,1,0,0,0,1,0,0,4,9,16,7.1,11,0.15384615384615385,13
Waqar Sharma,Male,Working_Professional,Working Professional,Computer Engineering,5,17,5,0,1,5,Often,0,1,Neutral,"No, I believe them",2,Rarely,4,3,4,Comfortable,PG,2,7,9.0,0,0,1,0,3,4,2,0.326,0.607,0.407,0.444,Low,Hybrid,0,1,4,4,6,2,2,0,3,0,2,2,1,5,22,4.0,9,0.2777777777777778,14
Bhushan Joshi,Male,Working_Professional,Working Professional,MBBS,5,8,2,0,1,8,Always,1,2,Exhausted and drained,Sometimes,4,Sometimes,3,1,2,Tight,Home,6,8,6.6,0,0,0,0,1,1,2,0.62,0.335,0.507,0.59,High,Hybrid,0,1,4,4,9,0,1,1,4,3,0,3,2,7,11,9.4,10,0.5555555555555556,11
Kirti Sharma,Female,Working_Professional,Working Professional,BCA,4,6,1,0,1,6,Always,1,3,Relieved,Sometimes,3,Often,2,4,3,Tight,Hostel,6,5,4.7,1,0,1,1,2,1,3,0.581,0.487,0.383,0.725,High,Online,1,0,4,4,3,0,3,1,2,3,1,3,3,8,10,12.3,9,0.5714285714285714,8
Zara Deshpande,Female,Working_Professional,Working Professional,Mechanical Engineering,4,10,4,0,1,9,Never,0,2,Energised,Sometimes,2,Never,3,4,3,Moderate,Relatives,5,5,6.3,0,0,1,1,3,4,4,0.332,0.649,0.494,0.847,Low,Hybrid,0,0,4,4,11,1,0,1,1,2,3,0,0,8,14,7.7,10,0.36363636363636365,17
Sachin Shah,Male,Working_Professional,Working Professional,Mechanical Engineering,4,2,1,0,1,5,Sometimes,1,5,Neutral,Sometimes,3,Rarely,1,3,3,Comfortable,Home,5,5,4.4,0,0,1,0,4,3,1,0.893,0.284,0.822,0.378,Critical,Offline,1,1,4,4,11,3,2,1,3,0,0,1,1,9,6,13.6,6,1.3333333333333333,9
Akash Nair,Male,Working_Professional,Working Professional,BA English Literature,4,19,1,0,1,6,Sometimes,0,2,Tired but okay,"No, I believe them",2,Rarely,2,3,4,Moderate,PG,7,6,6.4,0,0,1,0,3,4,3,0.474,0.347,0.597,0.76,Medium,Hybrid,0,1,4,4,1,3,4,0,3,2,2,1,1,10,24,7.6,9,0.2,11
Kirti Salunkhe,Female,Working_Professional,Working Professional,Computer Engineering,3,14,3,0,0,6,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,6,4,4.4,1,0,1,0,2,2,1,0.818,0.635,0.64,0.529,Critical,Hybrid,1,0,4,4,6,0,1,2,1,0,1,3,0,8,17,14.6,5,0.2,11
Priya Deshpande,Female,Working_Professional,Working Professional,BA Psychology,4,12,3,0,0,6,Often,1,5,Relieved,Sometimes,4,Often,1,3,2,Financially Struggling,Hostel,5,7,6.4,0,0,0,0,3,4,2,0.699,0.232,0.557,1.0,High,Hybrid,1,0,4,4,2,2,3,1,2,1,1,2,3,8,14,12.6,9,0.3076923076923077,13
Vivek Deshmukh,Male,Working_Professional,Working Professional,BCom,7,13,3,0,1,6,Often,1,4,Exhausted and drained,"No, I believe them",4,Sometimes,1,3,3,Moderate,Home,7,5,5.4,0,0,1,0,2,4,3,0.889,0.312,0.434,0.446,Critical,Hybrid,0,1,4,4,4,2,1,0,4,2,0,2,2,9,17,12.6,8,0.5,13
Priya Mehta,Female,Working_Professional,Working Professional,Electronics & TC,3,9,3,0,1,6,Often,1,5,Exhausted and drained,"Yes, I doubt them",4,Never,2,3,2,Moderate,Home,5,7,5.1,0,0,1,0,1,4,1,0.735,0.497,0.672,0.428,High,Offline,0,0,4,4,7,2,1,2,1,2,0,2,0,6,12,13.9,8,0.3,13
Jyoti Shah,Female,Working_Professional,Working Professional,Electronics & TC,2,7,3,0,1,5,Often,1,4,Tired but okay,Sometimes,4,Sometimes,2,4,4,Tight,Relatives,7,0,4.7,0,1,1,0,1,1,1,0.582,0.38,0.394,0.468,High,Hybrid,0,0,4,4,7,2,4,1,4,3,3,2,2,8,12,13.3,1,0.25,9
Tanvi More,Other,Working_Professional,Working Professional,BCA,5,19,4,0,0,8,Sometimes,0,1,Neutral,"Yes, I doubt them",2,Often,4,3,5,Moderate,PG,2,1,8.8,0,0,1,0,2,1,4,0.196,0.685,0.309,0.457,Low,Hybrid,0,2,4,4,3,3,2,2,2,2,2,1,3,4,24,4.199999999999999,5,0.25,13
Priya Kulkarni,Female,Working_Professional,Working Professional,MBBS,4,8,3,0,1,6,Often,1,5,Exhausted and drained,Sometimes,3,Never,1,4,4,Moderate,Relatives,5,4,5.1,0,1,1,1,1,1,1,0.796,0.206,0.172,0.837,Critical,Online,1,0,4,4,9,2,1,1,1,2,3,2,0,6,13,12.9,6,0.4444444444444444,10
Geeta Kulkarni,Female,Working_Professional,Working Professional,BA Psychology,5,12,5,1,1,8,Never,0,1,Tired but okay,Sometimes,3,Always,4,4,3,Moderate,Hostel,1,5,7.7,0,0,1,0,2,2,4,0.093,0.648,0.521,0.924,Low,Hybrid,0,0,4,4,2,1,4,1,0,2,1,0,4,5,16,6.3,9,0.38461538461538464,15
Bhavna Shinde,Female,Working_Professional,Working Professional,Electronics & TC,3,8,3,1,1,8,Never,0,1,Tired but okay,"No, I believe them",4,Often,5,4,4,Moderate,Relatives,5,4,6.7,0,0,0,0,4,4,2,0.0,0.636,0.359,0.709,Low,Online,0,0,4,4,7,1,4,0,2,2,3,0,3,11,13,8.3,6,0.3333333333333333,15
Nikhil Joshi,Male,Working_Professional,Working Professional,Electronics & TC,5,11,3,0,0,6,Always,0,2,Energised,"No, I believe them",4,Often,3,3,4,Tight,Home,6,3,5.6,0,0,1,0,4,2,1,0.348,0.27,0.346,0.823,Low,Online,0,1,4,4,7,0,0,0,2,3,0,3,3,10,15,10.4,4,0.4166666666666667,11
Tanmay Mohite,Male,Working_Professional,Working Professional,B.Sc Nursing,5,5,2,1,1,6,Often,1,3,Tired but okay,"Yes, I doubt them",3,Sometimes,1,4,3,Comfortable,Hostel,6,0,5.1,0,1,1,1,1,3,2,0.707,0.601,0.39,0.653,High,Online,0,1,4,4,0,2,4,2,4,0,1,2,2,9,9,10.9,3,0.8333333333333334,11
Arjun Shah,Male,Working_Professional,Working Professional,BCom,5,7,3,0,1,5,Often,1,3,Relieved,Sometimes,3,Rarely,2,3,3,Tight,Hostel,5,8,4.8,1,0,1,1,4,2,1,0.647,0.318,0.448,0.563,High,Hybrid,1,1,4,4,4,2,3,1,3,3,1,2,1,9,11,12.2,10,0.625,10
Tanmay Sharma,Male,Working_Professional,Working Professional,MBBS,4,7,3,1,0,6,Always,1,5,Energised,"Yes, I doubt them",3,Often,1,1,3,Tight,Relatives,3,3,5.8,0,0,1,0,4,1,1,0.93,0.287,0.4,0.05,Critical,Hybrid,1,1,4,4,9,0,0,2,2,3,3,3,3,9,10,12.2,4,0.5,10
Kirti Mohite,Female,Working_Professional,Working Professional,Civil Engineering,2,14,3,0,1,4,Always,1,4,Neutral,"No, I believe them",3,Never,1,4,2,Tight,Home,5,3,5.2,1,0,1,0,3,1,4,0.841,0.442,0.223,0.757,Critical,Online,1,0,4,4,5,0,2,0,1,3,0,3,0,8,17,12.8,7,0.13333333333333333,8
Harshada Kulkarni,Female,Working_Professional,Working Professional,BA Psychology,7,12,3,0,1,5,Never,0,2,Exhausted and drained,"No, I believe them",3,Often,3,2,3,Financially Struggling,Home,5,6,5.2,0,0,1,0,1,1,4,0.327,0.344,0.497,0.692,Low,Hybrid,0,0,4,4,2,1,1,0,2,1,0,0,3,6,16,9.8,10,0.5384615384615384,9
Gauri Deshmukh,Female,Working_Professional,Working Professional,Civil Engineering,5,10,3,1,1,5,Never,1,5,Tired but okay,"Yes, I doubt them",4,Never,1,4,3,Moderate,Home,5,1,4.7,1,0,1,0,2,2,2,0.957,0.48,0.396,0.591,Critical,Hybrid,1,0,4,4,5,1,4,2,1,2,0,0,0,9,14,15.3,3,0.45454545454545453,10
Pranav More,Male,Working_Professional,Working Professional,Computer Engineering,4,12,4,1,0,5,Often,0,3,Exhausted and drained,Sometimes,2,Never,2,3,2,Comfortable,Hostel,2,4,7.2,0,0,1,1,2,3,2,0.518,0.277,0.317,0.792,Medium,Online,0,1,4,4,6,2,1,1,1,0,1,2,0,6,14,7.8,7,0.3076923076923077,12
Rohan Mohite,Male,Working_Professional,Working Professional,MBBS,4,9,3,0,1,6,Always,1,3,Exhausted and drained,"Yes, I doubt them",4,Sometimes,2,3,2,Very Comfortable,Home,4,3,5.5,0,1,1,0,2,1,3,0.746,0.197,0.305,0.599,High,Hybrid,1,1,4,4,9,0,1,2,4,4,0,3,2,6,12,11.5,6,0.4,10
Jyoti Singh,Female,Working_Professional,Working Professional,MBA,3,9,2,0,1,6,Always,1,4,Tired but okay,"Yes, I doubt them",4,Rarely,1,2,2,Financially Struggling,Home,5,3,5.7,0,0,1,1,2,4,3,0.862,0.676,0.328,0.802,Critical,Online,0,0,4,4,8,0,4,2,3,1,0,3,1,7,12,12.3,7,0.3,12
Kunal Mohite,Male,Working_Professional,Working Professional,BA English Literature,4,12,2,0,1,6,Always,1,4,Tired but okay,"No, I believe them",3,Rarely,1,4,4,Tight,Home,5,3,4.0,0,0,1,0,4,2,1,0.808,0.226,0.296,0.893,Critical,Online,1,1,4,4,1,0,4,0,3,3,0,3,1,9,17,13.0,4,0.3076923076923077,10
Karan Patel,Male,Working_Professional,Working Professional,Civil Engineering,5,6,3,1,0,5,Always,1,4,Tired but okay,Sometimes,3,Never,2,4,2,Comfortable,Hostel,6,2,5.2,0,0,1,0,4,1,4,0.591,0.622,0.251,0.949,High,Online,0,1,4,4,5,0,4,1,1,0,1,3,0,12,8,11.8,6,0.7142857142857143,9
Meera Nair,Female,Working_Professional,Working Professional,BCom,3,16,3,0,0,5,Sometimes,1,5,Tired but okay,"Yes, I doubt them",4,Sometimes,1,2,3,Tight,Hostel,2,7,5.6,0,0,1,1,3,4,1,0.9,0.298,0.558,0.579,Critical,Hybrid,1,0,4,4,4,3,4,2,4,3,1,1,2,5,19,13.4,9,0.17647058823529413,12
